,Text,Contact,Geo,IdentNumber,PersonName,OrigText
24663,"INT: Yeah. We was on the northside on âstreet name PersonName2. We was in this two story house down there and I guess somebody done something to him and he got me to go do this. You know we had some pistols and stuff so I'm comin' out the window and I heard a police sound. So I'm like hey, man, come on man, here come the police man. He steady tryin' to get the stuff. So I went on ahead and took off. By the time I even turned my head and he was runnin' and he was right behind me then. And then, pow, pow, pow. Shot him all up. I was just runnin'. I was cryin' and runnin'. I said man this is âexpletive removedã up. I didn't even know this was gone go out like this. Straight up.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9689133167266846, 'word': 'removeda', 'start': 51, 'end': 59}","INT: Yeah. We was on the northside on âstreet name removedã. We was in this two story house down there and I guess somebody done something to him and he got me to go do this. You know we had some pistols and stuff so I'm comin' out the window and I heard a police sound. So I'm like hey, man, come on man, here come the police man. He steady tryin' to get the stuff. So I went on ahead and took off. By the time I even turned my head and he was runnin' and he was right behind me then. And then, pow, pow, pow. Shot him all up. I was just runnin'. I was cryin' and runnin'. I said man this is âexpletive removedã up. I didn't even know this was gone go out like this. Straight up."
24691,"INT: Oh yeah. I think I'll get caught sooner or later. Straight up. I know it's gone catch up with me cause you know, I'll go somewhere and like, If I go back out there in âtown name removedã, I know somebody out there was probably watchin' me but they didn't get a good clear picture of my face cause it was dark. So they might be like, that's the âexpletive removedã who broke in my house. And they'll get to chasin' me and âexpletive removedã and I'll be like PersonName2 âexpletive removedã this. That's why I don't never go back in the same place twice. I always take a later date to go back in that neighborhood.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9488811492919922, 'word': 'damn,', 'start': 463, 'end': 468}","INT: Oh yeah. I think I'll get caught sooner or later. Straight up. I know it's gone catch up with me cause you know, I'll go somewhere and like, If I go back out there in âtown name removedã, I know somebody out there was probably watchin' me but they didn't get a good clear picture of my face cause it was dark. So they might be like, that's the âexpletive removedã who broke in my house. And they'll get to chasin' me and âexpletive removedã and I'll be like damn, âexpletive removedã this. That's why I don't never go back in the same place twice. I always take a later date to go back in that neighborhood."
24705,"INT: Yeah she seen me when I started then she just thought, you know, we was with her son. The lady who's house it was. She saw us comin' out with all kinds of stuff. She called the police and gave them our description and everything. The police came to my house, knocked on the door and they had the lady with them too. He said, these the fella's. She said yes officer. Boom] Slammed against the car. PersonName2, man, get the âexpletive removedã off me. Set me in the car. I said that old âexpletive removedã lied on me. Took me to court and the people house who we robbed was there. They said, mam, this is all your stolen goods? Yes sir it is. Ninety days.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9608380794525146, 'word': 'damn', 'start': 402, 'end': 406}","INT: Yeah she seen me when I started then she just thought, you know, we was with her son. The lady who's house it was. She saw us comin' out with all kinds of stuff. She called the police and gave them our description and everything. The police came to my house, knocked on the door and they had the lady with them too. He said, these the fella's. She said yes officer. Boom] Slammed against the car. Damn, man, get the âexpletive removedã off me. Set me in the car. I said that old âexpletive removedã lied on me. Took me to court and the people house who we robbed was there. They said, mam, this is all your stolen goods? Yes sir it is. Ninety days."
24790,INT: PersonName2. Thirteen years old. I was livin' in the projects in the ghetto on âstreet name removedã downtown.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9660547375679016, 'word': 'yeah', 'start': 5, 'end': 9}",INT: Yeah. Thirteen years old. I was livin' in the projects in the ghetto on âstreet name removedã downtown.
24792,"INT: Yeah. âProject name PersonName2. And uh, I had this problem. I had a family problem and I needed money. So what I did, I wait til he went to sleep and I snuck out the house. I started hangin' around with the fellah's. I was in a gang called the âname PersonName2. I went with them and just started bustin' out and robbin' people. So...",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9866946339607239, 'word': 'removeda', 'start': 25, 'end': 33}","INT: Yeah. âProject name removedã. And uh, I had this problem. I had a family problem and I needed money. So what I did, I wait til he went to sleep and I snuck out the house. I started hangin' around with the fellah's. I was in a gang called the âname removedã. I went with them and just started bustin' out and robbin' people. So..."
24792,"INT: Yeah. âProject name PersonName2. And uh, I had this problem. I had a family problem and I needed money. So what I did, I wait til he went to sleep and I snuck out the house. I started hangin' around with the fellah's. I was in a gang called the âname PersonName2. I went with them and just started bustin' out and robbin' people. So...",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9434529542922974, 'word': 'removeda', 'start': 253, 'end': 261}","INT: Yeah. âProject name removedã. And uh, I had this problem. I had a family problem and I needed money. So what I did, I wait til he went to sleep and I snuck out the house. I started hangin' around with the fellah's. I was in a gang called the âname removedã. I went with them and just started bustin' out and robbin' people. So..."
24916,INT: PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9685942530632019, 'word': 'yeah, uh - huh', 'start': 5, 'end': 17}","INT: Yeah, uh-huh."
24978,INT: PersonName2 and PersonName8. Even chairs or furniture.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9921022653579712, 'word': 'yeah', 'start': 5, 'end': 9}","INT: Yeah and uh, chandeliers. Even chairs or furniture."
24978,INT: PersonName2 and PersonName8. Even chairs or furniture.,[],[],[],"{'entity_group': 'PersonName8', 'score': 0.9441078305244446, 'word': 'uh, chandeliers', 'start': 14, 'end': 29}","INT: Yeah and uh, chandeliers. Even chairs or furniture."
25063,INT: PersonName2.,[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9830754995346069, 'word': 'yeah. coke', 'start': 5, 'end': 15}",INT: Yeah. Coke.
25135,"INT: PersonName2, New Years of 1990.",[],[],[],"{'entity_group': 'PersonName2', 'score': 0.9795295000076294, 'word': 'yeah', 'start': 5, 'end': 9}","INT: Yeah, New Years of 1990."
25495,INT: PersonName9 was coming up?,[],[],[],"{'entity_group': 'PersonName9', 'score': 0.9651815295219421, 'word': 'christmas', 'start': 5, 'end': 14}",INT: Christmas was coming up?
